18,130,3504,70,1
15,165,3693,70,1
18,150,3436,70,1
16,150,3433,70,1
17,140,3449,70,1
15,198,4341,70,1
14,220,4354,70,1
14,215,4312,70,1
14,225,4425,70,1
15,190,3850,70,1
15,170,3563,70,1
14,160,3609,70,1
15,150,3761,70,1
14,225,3086,70,1
24,95,2372,70,3
22,95,2833,70,1
18,97,2774,70,1
21,85,2587,70,1
27,88,2130,70,3
26,46,1835,70,2
25,87,2672,70,2
24,90,2430,70,2
25,95,2375,70,2
26,113,2234,70,2
21,90,2648,70,1
10,215,4615,70,1
10,200,4376,70,1
11,210,4382,70,1
9,193,4732,70,1
27,88,2130,71,3
28,90,2264,71,1
25,95,2228,71,3
25,0,2046,71,1
19,100,2634,71,1
16,105,3439,71,1
17,100,3329,71,1
19,88,3302,71,1
18,100,3288,71,1
14,165,4209,71,1
14,175,4464,71,1
14,153,4154,71,1
14,150,4096,71,1
12,180,4955,71,1
13,170,4746,71,1
13,175,5140,71,1
18,110,2962,71,1
22,72,2408,71,1
19,100,3282,71,1
18,88,3139,71,1
23,86,2220,71,1
28,90,2123,71,2
30,70,2074,71,2
30,76,2065,71,2
31,65,1773,71,3
35,69,1613,71,3
27,60,1834,71,2
26,70,1955,71,1
24,95,2278,72,3
25,80,2126,72,1
23,54,2254,72,2
20,90,2408,72,1
21,86,2226,72,1
13,165,4274,72,1
14,175,4385,72,1
15,150,4135,72,1
14,153,4129,72,1
17,150,3672,72,1
11,208,4633,72,1
13,155,4502,72,1
12,160,4456,72,1
13,190,4422,72,1
19,97,2330,72,3
15,150,3892,72,1
13,130,4098,72,1
13,140,4294,72,1
14,150,4077,72,1
18,112,2933,72,2
22,76,2511,72,2
21,87,2979,72,2
26,69,2189,72,2
22,86,2395,72,1
28,92,2288,72,3
23,97,2506,72,3
28,80,2164,72,1
27,88,2100,72,3
13,175,4100,73,1
14,150,3672,73,1
13,145,3988,73,1
14,137,4042,73,1
15,150,3777,73,1
12,198,4952,73,1
13,150,4464,73,1
13,158,4363,73,1
14,150,4237,73,1
13,215,4735,73,1
12,225,4951,73,1
13,175,3821,73,1
18,105,3121,73,1
16,100,3278,73,1
18,100,2945,73,1
18,88,3021,73,1
23,95,2904,73,1
26,46,1950,73,2
11,150,4997,73,1
12,167,4906,73,1
13,170,4654,73,1
12,180,4499,73,1
18,100,2789,73,1
20,88,2279,73,3
21,72,2401,73,1
22,94,2379,73,3
18,90,2124,73,3
19,85,2310,73,1
21,107,2472,73,1
26,90,2265,73,2
15,145,4082,73,1
16,230,4278,73,1
29,49,1867,73,2
24,75,2158,73,2
20,91,2582,73,2
19,112,2868,73,2
15,150,3399,73,1
24,110,2660,73,2
20,122,2807,73,3
11,180,3664,73,1
20,95,3102,74,1
21,0,2875,74,1
19,100,2901,74,1
15,100,3336,74,1
31,67,1950,74,3
26,80,2451,74,1
32,65,1836,74,3
25,75,2542,74,1
16,100,3781,74,1
16,110,3632,74,1
18,105,3613,74,1
16,140,4141,74,1
13,150,4699,74,1
14,150,4457,74,1
14,140,4638,74,1
14,150,4257,74,1
29,83,2219,74,2
26,67,1963,74,2
26,78,2300,74,2
31,52,1649,74,3
32,61,2003,74,3
28,75,2125,74,1
24,75,2108,74,2
26,75,2246,74,2
24,97,2489,74,3
26,93,2391,74,3
31,67,2000,74,2
19,95,3264,75,1
18,105,3459,75,1
15,72,3432,75,1
15,72,3158,75,1
16,170,4668,75,1
15,145,4440,75,1
16,150,4498,75,1
14,148,4657,75,1
17,110,3907,75,1
16,105,3897,75,1
15,110,3730,75,1
18,95,3785,75,1
21,110,3039,75,1
20,110,3221,75,1
13,129,3169,75,1
29,75,2171,75,3
23,83,2639,75,1
20,100,2914,75,1
23,78,2592,75,1
24,96,2702,75,3
25,71,2223,75,2
24,97,2545,75,3
18,97,2984,75,1
29,70,1937,75,2
19,90,3211,75,1
23,95,2694,75,2
23,88,2957,75,2
22,98,2945,75,2
25,115,2671,75,2
33,53,1795,75,3
28,86,2464,76,2
25,81,2220,76,2
25,92,2572,76,1
26,79,2255,76,1
27,83,2202,76,2
17.5,140,4215,76,1
16,150,4190,76,1
15.5,120,3962,76,1
14.5,152,4215,76,1
22,100,3233,76,1
22,105,3353,76,1
24,81,3012,76,1
22.5,90,3085,76,1
29,52,2035,76,1
24.5,60,2164,76,1
29,70,1937,76,2
33,53,1795,76,3
20,100,3651,76,1
18,78,3574,76,1
18.5,110,3645,76,1
17.5,95,3193,76,1
29.5,71,1825,76,2
32,70,1990,76,3
28,75,2155,76,3
26.5,72,2565,76,1
20,102,3150,76,2
13,150,3940,76,1
19,88,3270,76,2
19,108,2930,76,3
16.5,120,3820,76,2
16.5,180,4380,76,1
13,145,4055,76,1
13,130,3870,76,1
13,150,3755,76,1
31.5,68,2045,77,3
30,80,2155,77,1
36,58,1825,77,2
25.5,96,2300,77,1
33.5,70,1945,77,3
17.5,145,3880,77,1
17,110,4060,77,1
15.5,145,4140,77,1
15,130,4295,77,1
17.5,110,3520,77,1
20.5,105,3425,77,1
19,100,3630,77,1
18.5,98,3525,77,1
16,180,4220,77,1
15.5,170,4165,77,1
15.5,190,4325,77,1
16,149,4335,77,1
29,78,1940,77,2
24.5,88,2740,77,1
26,75,2265,77,3
25.5,89,2755,77,1
30.5,63,2051,77,1
33.5,83,2075,77,1
30,67,1985,77,3
30.5,78,2190,77,2
22,97,2815,77,3
21.5,110,2600,77,2
21.5,110,2720,77,3
43.1,48,1985,78,2
36.1,66,1800,78,1
32.8,52,1985,78,3
39.4,70,2070,78,3
36.1,60,1800,78,3
19.9,110,3365,78,1
19.4,140,3735,78,1
20.2,139,3570,78,1
19.2,105,3535,78,1
20.5,95,3155,78,1
20.2,85,2965,78,1
25.1,88,2720,78,1
20.5,100,3430,78,1
19.4,90,3210,78,1
20.6,105,3380,78,1
20.8,85,3070,78,1
18.6,110,3620,78,1
18.1,120,3410,78,1
19.2,145,3425,78,1
17.7,165,3445,78,1
18.1,139,3205,78,1
17.5,140,4080,78,1
30,68,2155,78,1
27.5,95,2560,78,3
27.2,97,2300,78,3
30.9,75,2230,78,1
21.1,95,2515,78,3
23.2,105,2745,78,1
23.8,85,2855,78,1
23.9,97,2405,78,3
20.3,103,2830,78,2
17,125,3140,78,2
21.6,115,2795,78,2
16.2,133,3410,78,2
31.5,71,1990,78,2
29.5,68,2135,78,3
21.5,115,3245,79,1
19.8,85,2990,79,1
22.3,88,2890,79,1
20.2,90,3265,79,1
20.6,110,3360,79,1
17,130,3840,79,1
17.6,129,3725,79,1
16.5,138,3955,79,1
18.2,135,3830,79,1
16.9,155,4360,79,1
15.5,142,4054,79,1
19.2,125,3605,79,1
18.5,150,3940,79,1
31.9,71,1925,79,2
34.1,65,1975,79,3
35.7,80,1915,79,1
27.4,80,2670,79,1
25.4,77,3530,79,2
23,125,3900,79,1
27.2,71,3190,79,2
23.9,90,3420,79,1
34.2,70,2200,79,1
34.5,70,2150,79,1
31.8,65,2020,79,3
37.3,69,2130,79,2
28.4,90,2670,79,1
28.8,115,2595,79,1
26.8,115,2700,79,1
33.5,90,2556,79,1
41.5,76,2144,80,2
38.1,60,1968,80,3
32.1,70,2120,80,1
37.2,65,2019,80,3
28,90,2678,80,1
26.4,88,2870,80,1
24.3,90,3003,80,1
19.1,90,3381,80,1
34.3,78,2188,80,2
29.8,90,2711,80,3
31.3,75,2542,80,3
37,92,2434,80,3
32.2,75,2265,80,3
46.6,65,2110,80,3
27.9,105,2800,80,1
40.8,65,2110,80,3
44.3,48,2085,80,2
43.4,48,2335,80,2
36.4,67,2950,80,2
30,67,3250,80,2
44.6,67,1850,80,3
40.9,0,1835,80,2
33.8,67,2145,80,3
29.8,62,1845,80,2
32.7,132,2910,80,3
23.7,100,2420,80,3
35,88,2500,80,2
23.6,0,2905,80,1
32.4,72,2290,80,3
27.2,84,2490,81,1
26.6,84,2635,81,1
25.8,92,2620,81,1
23.5,110,2725,81,1
30,84,2385,81,1
39.1,58,1755,81,3
39,64,1875,81,1
35.1,60,1760,81,3
32.3,67,2065,81,3
37,65,1975,81,3
37.7,62,2050,81,3
34.1,68,1985,81,3
34.7,63,2215,81,1
34.4,65,2045,81,1
29.9,65,2380,81,1
33,74,2190,81,2
34.5,0,2320,81,2
33.7,75,2210,81,3
32.4,75,2350,81,3
32.9,100,2615,81,3
31.6,74,2635,81,3
28.1,80,3230,81,2
30.7,76,3160,81,2
25.4,116,2900,81,3
24.2,120,2930,81,3
22.4,110,3415,81,1
26.6,105,3725,81,1
20.2,88,3060,81,1
17.6,85,3465,81,1
28,88,2605,82,1
27,88,2640,82,1
34,88,2395,82,1
31,85,2575,82,1
29,84,2525,82,1
27,90,2735,82,1
24,92,2865,82,1
23,0,3035,82,1
36,74,1980,82,2
37,68,2025,82,3
31,68,1970,82,3
38,63,2125,82,1
36,70,2125,82,1
36,88,2160,82,3
36,75,2205,82,3
34,70,2245,82,3
38,67,1965,82,3
32,67,1965,82,3
38,67,1995,82,3
